Augmentation Type,Original Sentence,Augmented Sentence
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","Steel <e1> tank </e1> Stainess_steel is filled with E2_Placeholder, and the pressure in the external volume of the chamber is stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> cylinder </e1> is filled with an <e2> compressed_nitrogen </e2>, and the external volume of the pressure chamber in Indiana remains stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_Placeholder was filled with E2_Placeholder, and the indium pressure of the external volume of the cost of the camera was regularly maintained."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The holder of <e1> cylinder </e1> in stainless steel has been filled with E2_Place holder, and the pressure indium The outside volume of the room is kept regularly."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The steel steel <e1> container </e1> stainless_Steel will be filled with <e2> liquid_nitrogen </e2>, and an inch pressure of the camera was observed sustainable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless sword e1_paceholder is filled with e2_paceholder, and the pressure in the outer volume of the camera is maintained regularly."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_Placeholder is equal to the E2_Placeholder, and the pressure of the outer volume of the chamber remains stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The E1
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_Placeholder occupies the E2_Placeholder, and the pressure of the outer volume of the chamber remains stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel sword E1_Placeholder is filled with E2_Placeholder, and the pressure on the outer volume of the chamber remains stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel <e1> cylinder </e1> was filled with E2_Placeholder and the pressure pressure The external book of the Chamber was maintained stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel E1_Placeholder was encountered with E2_Placeholder and the atmospheric pressure in the external volume of the Chamber must be stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_placeholder is the same as filling with E2_placeholder, and the press in the outer volume of the room is kept stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless sword_steel <e1> reservoir </e1> was filled with E2_Placeholder and the pressure in the external volume of the Chamber must be kept firm.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel sword <e1> container </e1> was filled with <e2> liquid_nitrogen </e2>, and the atmospheric_pression in the outside volume of the room is stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel <e1> tank </e1> is Fill_Up with E2_Placeholder and the pressure in the external volume of the Chamber must be observed stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_paceholder was filled with E2_Placeholder, and the pressure in the outer volume of the camera remains stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless sword e1_paceholder was full of e2_paceholder, and the press in the outer volume of the camera constitutes stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel -steel <e1> reservoir </e1> was filled with E2_Place -h, and the pressure in the external volume of the chamber was kept stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel_steel <e1> container </e1> was filled with <e2> liquid_nitrogen </e2>, and the pressure in most of the camera remained stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel E1_placeholder was Fill_Up with E2_placeholder and the pressure indium the outer volume of the room that was regularly held.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","Doldon made of stainless steel E1_PLACE was filled with E2_PLACE HOLDER, and atmospheric_pass in the external book of the camera remained stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The steelless_steel steel E1_placeholder would be filled with E2_placeholder, and the pressure in the outer volume of the room was kept stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_Placeholder is filled with the E2_Placeholder, and the pressure on the outer volume of the chamber remains stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The holder of E1_Placeholder in stainless steel was filled with resident E2_Place, and the pressure of Indiana The outside volume of the room was held stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel E1_Placeholder must be occupied with E2_Placeholder and the imperativity in the external volume of the Chamber has been maintained stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The steelless_steel steel E1_placeholder was filled with E2_placeholder and the pressure in the outer volume of the room kept the same stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel sword E1_Placeholder is filled with E2_Placeholder, and the pressure on the outer volume of the chamber remains stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel_steel e1_placeHolder must be filled with E2_placeholder and the pressure is the underworld the external volume of the chamber must be stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The <e1> tank </e1> stainless steel equal to E2_Place hand holders and the pressure in the external book of the room must be stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_Place helper, which is filled with E2_Place -h, and the imperative compliance with the external volume of the chamber was stable."
